sub_category,download_size,speciality,origin_url,download_url,topic,course,department,course_id,department_id
Globalization,31.96 MB,,https://ocw.mit.edu/courses/economics/14-54-international-trade-fall-2016/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/14/14-54-fall-2016/14-54-fall-2016.zip,Business,International Trade,Economics,14-54-international-trade-fall-2016,economics
Architecture,10.39 MB,Architectural Engineering,https://ocw.mit.edu/courses/architecture/4-001j-cityscope-new-orleans-spring-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/4/4-001j-spring-2007/4-001j-spring-2007.zip,Fine Arts,CityScope: New Orleans,Architecture,4-001j-cityscope-new-orleans-spring-2007,architecture
Biology,17.05 MB,Biophysics,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-551j-acoustics-of-speech-and-hearing-fall-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/6/6-551j-fall-2004/6-551j-fall-2004.zip,Science,Acoustics of Speech and Hearing,Electrical Engineering and Computer Science,6-551j-acoustics-of-speech-and-hearing-fall-2004,electrical-engineering-and-computer-science
Pharmacology and Toxicology,8.60 MB,,https://ocw.mit.edu/courses/biological-engineering/20-104j-chemicals-in-the-environment-toxicology-and-public-health-be-104j-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-104j-spring-2005/20-104j-spring-2005.zip,Health and Medicine,Chemicals in the Environment: Toxicology and Public Health (BE.104J),Biological Engineering,20-104j-chemicals-in-the-environment-toxicology-and-public-health-be-104j-spring-2005,biological-engineering
Systems Engineering,42.47 MB,Systems Optimization,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-660j-introduction-to-lean-six-sigma-methods-january-iap-2012/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/16/16-660j-january-iap-2012/16-660j-january-iap-2012.zip,Engineering,Introduction to Lean Six Sigma Methods,Aeronautics and Astronautics,16-660j-introduction-to-lean-six-sigma-methods-january-iap-2012,aeronautics-and-astronautics
History,18.57 MB,Modern History,https://ocw.mit.edu/courses/architecture/4-602-modern-art-and-mass-culture-spring-2012/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/4/4-602-spring-2012/4-602-spring-2012.zip,Humanities,Modern Art and Mass Culture,Architecture,4-602-modern-art-and-mass-culture-spring-2012,architecture
Economics,11.09 MB,,https://ocw.mit.edu/courses/economics/14-387-applied-econometrics-mostly-harmless-big-data-fall-2014/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/14/14-387-fall-2014/14-387-fall-2014.zip,Social Science,Applied Econometrics: Mostly Harmless Big Data,Economics,14-387-applied-econometrics-mostly-harmless-big-data-fall-2014,economics
Gender Studies,8.28 MB,,https://ocw.mit.edu/courses/experimental-study-group/es-242-gender-issues-in-academics-and-academia-spring-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/ES/es-242-spring-2004/es-242-spring-2004.zip,Society,Gender Issues in Academics and Academia,Experimental Study Group,es-242-gender-issues-in-academics-and-academia-spring-2004,experimental-study-group
Algebra and Number Theory,19.72 MB,,https://ocw.mit.edu/courses/mathematics/18-785-number-theory-i-fall-2017/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-785-fall-2017/18-785-fall-2017.zip,Mathematics,Number Theory I,Mathematics,18-785-number-theory-i-fall-2017,mathematics
Climate,13.03 MB,,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-84j-atmospheric-chemistry-fall-2013/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/1/1-84j-fall-2013/1-84j-fall-2013.zip,Energy,Atmospheric Chemistry,Civil and Environmental Engineering,1-84j-atmospheric-chemistry-fall-2013,civil-and-environmental-engineering
Health Care Management,10.13 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-136j-principles-and-practice-of-drug-development-fall-2013/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-136j-fall-2013/15-136j-fall-2013.zip,Business,Principles and Practice of Drug Development (formerly ESD.691J),Sloan School of Management,15-136j-principles-and-practice-of-drug-development-fall-2013,sloan-school-of-management
Architecture,4.62 MB,Architectural Engineering,https://ocw.mit.edu/courses/architecture/4-406-ecologies-of-construction-spring-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/4/4-406-spring-2007/4-406-spring-2007.zip,Fine Arts,Ecologies of Construction,Architecture,4-406-ecologies-of-construction-spring-2007,architecture
Physics,41.69 MB,"Atomic, Molecular, Optical Physics",https://ocw.mit.edu/courses/mechanical-engineering/2-71-optics-spring-2014/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/2/2-71-spring-2014/2-71-spring-2014.zip,Science,Optics,Mechanical Engineering,2-71-optics-spring-2014,mechanical-engineering
Pathology and Pathophysiology,8.55 MB,,https://ocw.mit.edu/courses/biological-engineering/20-450-molecular-and-cellular-pathophysiology-be-450-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-450-spring-2005/20-450-spring-2005.zip,Health and Medicine,Molecular and Cellular Pathophysiology (BE.450),Biological Engineering,20-450-molecular-and-cellular-pathophysiology-be-450-spring-2005,biological-engineering
Aerospace Engineering,16.13 MB,,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-863j-system-safety-spring-2016/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/16/16-863j-spring-2016/16-863j-spring-2016.zip,Engineering,System Safety (formerly ESD.863J),Aeronautics and Astronautics,16-863j-system-safety-spring-2016,aeronautics-and-astronautics
History,17.84 MB,World History,https://ocw.mit.edu/courses/architecture/4-605-introduction-to-the-history-and-theory-of-architecture-spring-2012/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/4/4-605-spring-2012/4-605-spring-2012.zip,Humanities,Introduction to the History and Theory of Architecture,Architecture,4-605-introduction-to-the-history-and-theory-of-architecture-spring-2012,architecture
Public Administration,49.75 MB,Public Policy,https://ocw.mit.edu/courses/institute-for-data-systems-and-society/ids-410j-modeling-and-assessment-for-policy-spring-2013/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/IDS/ids-410j-spring-2013/ids-410j-spring-2013.zip,Social Science,Modeling and Assessment for Policy (formerly ESD.864),"Institute for Data, Systems, and Society",ids-410j-modeling-and-assessment-for-policy-spring-2013,institute-for-data-systems-and-society
Gender Studies,5.59 MB,,https://ocw.mit.edu/courses/experimental-study-group/es-269-passing-flexibility-in-race-and-gender-spring-2009/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/ES/es-269-spring-2009/es-269-spring-2009.zip,Society,Passing: Flexibility in Race and Gender,Experimental Study Group,es-269-passing-flexibility-in-race-and-gender-spring-2009,experimental-study-group
Computation,6.43 MB,,https://ocw.mit.edu/courses/mathematics/18-435j-quantum-computation-fall-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-435j-fall-2003/18-435j-fall-2003.zip,Mathematics,Quantum Computation,Mathematics,18-435j-quantum-computation-fall-2003,mathematics
Project Management,52.76 MB,,https://ocw.mit.edu/courses/institute-for-data-systems-and-society/ids-338j-multidisciplinary-system-design-optimization-spring-2010/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/IDS/ids-338j-spring-2010/ids-338j-spring-2010.zip,Business,Multidisciplinary System Design Optimization (formerly ESD.77),"Institute for Data, Systems, and Society",ids-338j-multidisciplinary-system-design-optimization-spring-2010,institute-for-data-systems-and-society
Architecture,28.06 MB,Architectural Design,https://ocw.mit.edu/courses/architecture/4-401-introduction-to-building-technology-spring-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/4/4-401-spring-2006/4-401-spring-2006.zip,Fine Arts,Introduction to Building Technology,Architecture,4-401-introduction-to-building-technology-spring-2006,architecture
Biology,44.39 MB,Biochemistry,https://ocw.mit.edu/courses/chemistry/5-07sc-biological-chemistry-i-fall-2013/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/5/5-07sc-fall-2013/5-07sc-fall-2013.zip,Science,Biological Chemistry I,Chemistry,5-07sc-biological-chemistry-i-fall-2013,chemistry
Biomedicine,16.89 MB,,https://ocw.mit.edu/courses/biological-engineering/20-453j-biomedical-information-technology-fall-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-453j-fall-2008/20-453j-fall-2008.zip,Health and Medicine,Biomedical Information Technology,Biological Engineering,20-453j-biomedical-information-technology-fall-2008,biological-engineering
Computer Science,22.62 MB,Computer Design and Engineering,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-976-high-speed-communication-circuits-and-systems-spring-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/6/6-976-spring-2003/6-976-spring-2003.zip,Engineering,High Speed Communication Circuits and Systems,Electrical Engineering and Computer Science,6-976-high-speed-communication-circuits-and-systems-spring-2003,electrical-engineering-and-computer-science
Literature,5.80 MB,Academic Writing,https://ocw.mit.edu/courses/mathematics/18-091-mathematical-exposition-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-091-spring-2005/18-091-spring-2005.zip,Humanities,Mathematical Exposition,Mathematics,18-091-mathematical-exposition-spring-2005,mathematics
Public Administration,53.59 MB,Public Policy,https://ocw.mit.edu/courses/institute-for-data-systems-and-society/ids-505j-engineering-economics-and-regulation-of-the-electric-power-sector-spring-2010/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/IDS/ids-505j-spring-2010/ids-505j-spring-2010.zip,Social Science,"Engineering, Economics and Regulation of the Electric Power Sector (formerly ESD.934)","Institute for Data, Systems, and Society",ids-505j-engineering-economics-and-regulation-of-the-electric-power-sector-spring-2010,institute-for-data-systems-and-society
The Developing World,3.20 MB,,https://ocw.mit.edu/courses/literature/21l-488-contemporary-literature-literature-development-and-human-rights-spring-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/21L/21l-488-spring-2008/21l-488-spring-2008.zip,Society,"Contemporary Literature: Literature, Development, and Human Rights",Literature,21l-488-contemporary-literature-literature-development-and-human-rights-spring-2008,literature
Topology and Geometry,5.39 MB,,https://ocw.mit.edu/courses/mathematics/18-901-introduction-to-topology-fall-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-901-fall-2004/18-901-fall-2004.zip,Mathematics,Introduction to Topology,Mathematics,18-901-introduction-to-topology-fall-2004,mathematics
Leadership,3.85 MB,,https://ocw.mit.edu/courses/institute-for-data-systems-and-society/ids-910-leadership-development-fall-2002/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/IDS/ids-910-fall-2002/ids-910-fall-2002.zip,Business,Leadership Development (formerly ESD.801),"Institute for Data, Systems, and Society",ids-910-leadership-development-fall-2002,institute-for-data-systems-and-society
Architecture,72.07 MB,Architectural Design,https://ocw.mit.edu/courses/architecture/4-500-introduction-to-design-computing-fall-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/4/4-500-fall-2008/4-500-fall-2008.zip,Fine Arts,Introduction to Design Computing,Architecture,4-500-introduction-to-design-computing-fall-2008,architecture
Earth Science,78.05 MB,Environmental Science,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-103-science-and-policy-of-natural-hazards-spring-2010/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-103-spring-2010/12-103-spring-2010.zip,Science,Science and Policy of Natural Hazards,"Earth, Atmospheric, and Planetary Sciences",12-103-science-and-policy-of-natural-hazards-spring-2010,earth-atmospheric-and-planetary-sciences
Public Health,7.87 MB,,https://ocw.mit.edu/courses/urban-studies-and-planning/11-479-water-and-sanitation-infrastructure-planning-in-developing-countries-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/11/11-479-spring-2005/11-479-spring-2005.zip,Health and Medicine,Water and Sanitation Infrastructure Planning in Developing Countries,Urban Studies and Planning,11-479-water-and-sanitation-infrastructure-planning-in-developing-countries-spring-2005,urban-studies-and-planning
Electrical Engineering,25.41 MB,Signal Processing,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-345-automatic-speech-recognition-spring-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/6/6-345-spring-2003/6-345-spring-2003.zip,Engineering,Automatic Speech Recognition,Electrical Engineering and Computer Science,6-345-automatic-speech-recognition-spring-2003,electrical-engineering-and-computer-science
Philosophy,4.15 MB,Political Philosophy,https://ocw.mit.edu/courses/urban-studies-and-planning/11-946-planning-in-transition-economies-for-growth-and-equity-spring-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/11/11-946-spring-2004/11-946-spring-2004.zip,Humanities,Planning in Transition Economies for Growth and Equity,Urban Studies and Planning,11-946-planning-in-transition-economies-for-growth-and-equity-spring-2004,urban-studies-and-planning
Public Administration,20.37 MB,Environmental Policy,https://ocw.mit.edu/resources/res-env-001-climate-action-hands-on-harnessing-science-with-communities-to-cut-carbon-january-iap-2017/download-resource-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/RES/res-env-001-january-iap-2017/res-env-001-january-iap-2017.zip,Social Science,Climate Action Hands-On: Harnessing Science with Communities to Cut Carbon,Climate Action Hands-On: Harnessing Science with Communities to Cut Carbon,res-env-001-climate-action-hands-on-harnessing-science-with-communities-to-cut-carbon-january-iap-2017,resources
Asian Studies,2.74 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-225-economy-and-business-in-modern-china-and-india-spring-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-225-spring-2008/15-225-spring-2008.zip,Society,Economy and Business in Modern China and India,Sloan School of Management,15-225-economy-and-business-in-modern-china-and-india-spring-2008,sloan-school-of-management
